Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,873,644,24052,2.9,7.1,.409,1.2,3.1,.393,1.7,4.0,.421,0.9,1.5,.575,0.7,2.9,3.6,1.6,1.1,0.5,1.0,2.9,7.9
8 seasons,,SAS,NBA,,630,560,18689,2.9,6.9,.421,1.3,3.1,.405,1.6,3.8,.435,0.7,1.3,.561,0.6,3.0,3.6,1.6,1.0,0.4,0.9,2.5,7.8
3 seasons,,MIA,NBA,,110,74,3253,2.8,7.8,.366,1.4,4.0,.355,1.4,3.8,.378,1.3,2.1,.609,0.6,2.7,3.4,1.7,1.1,0.7,1.0,3.9,8.4
2 seasons,,BOS,NBA,,91,10,1799,3.0,7.8,.379,0.5,1.7,.318,2.4,6.1,.395,1.7,2.9,.596,1.9,2.6,4.5,2.2,2.2,0.8,1.3,4.5,8.2
1 season,,PHI,NBA,,42,0,311,3.0,8.5,.356,0.1,0.2,.500,2.9,8.2,.352,0.7,1.4,.500,1.6,2.5,4.2,1.9,1.0,0.6,0.6,4.3,6.8
