Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1999-00,28,MIA,NBA,SF,10,157,7.4,.514,.815,.593,0.8,6.8,3.8,8.9,2.5,2.1,15.0,12.6,,0.0,0.3,0.4,.112,,0.5,1.1,1.6,0.1
2000-01,29,MIA,NBA,SF,3,58,3.2,.375,.500,.000,2.1,2.1,2.1,6.5,1.8,2.6,11.1,15.0,,-0.1,0.0,-0.1,-0.102,,-7.0,1.5,-5.5,-0.1
2001-02,30,SAS,NBA,SF,10,345,9.1,.506,.410,.230,3.0,8.1,5.5,6.6,1.8,1.5,9.4,10.4,,0.2,0.3,0.5,.074,,-0.2,2.7,2.5,0.4
2002-03,31,SAS,NBA,SF,24,750,8.9,.508,.552,.290,2.1,7.8,5.0,8.3,1.4,1.7,8.4,10.9,,0.5,1.1,1.6,.104,,0.8,1.3,2.1,0.8
2003-04,32,SAS,NBA,SF,10,298,6.5,.437,.460,.206,2.3,9.6,5.8,5.4,0.7,0.8,5.5,11.5,,0.1,0.1,0.3,.043,,-1.3,1.0,-0.3,0.1
2004-05,33,SAS,NBA,SF,23,814,5.4,.487,.523,.133,1.3,8.1,4.8,6.7,0.7,1.1,10.0,8.7,,0.3,0.7,1.0,.060,,-0.9,2.0,1.1,0.6
2005-06,34,SAS,NBA,SF,13,442,7.9,.646,.492,.033,1.9,6.0,4.1,5.4,1.4,1.4,12.7,7.8,,0.4,0.1,0.5,.059,,0.3,2.4,2.7,0.5
2006-07,35,SAS,NBA,SF,20,689,8.5,.534,.622,.050,2.1,11.6,6.9,5.7,2.2,0.4,10.3,9.3,,0.4,0.8,1.2,.086,,0.2,2.7,3.0,0.9
2007-08,36,SAS,NBA,SF,17,508,7.0,.531,.581,.118,0.5,7.0,3.7,6.9,1.2,0.9,8.4,10.1,,0.2,0.5,0.7,.068,,-1.2,2.1,0.9,0.4
2008-09,37,SAS,NBA,SF,5,130,7.4,.756,.692,.154,0.0,14.7,7.0,3.4,1.3,0.0,17.8,6.4,,0.1,0.0,0.2,.059,,-2.6,1.8,-0.8,0.0
