Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,24,SAC,NBA,C,1,0,18:06,6,7,.857,0,0,,2,3,.667,4,7,0,0,0,1,1,14
2015-16,25,SAC,NBA,C,1,0,11:36,5,5,1.000,1,1,1.000,0,0,,1,4,1,0,0,0,2,11
2016-17,26,SAS,,,,0,,,,,,,,,,,,,,,,,,
