Weekly Awards
"Nov 10, 2014 Player of the Week"
"Mar 30, 2015 Player of the Week"
"Nov 2, 2015 Player of the Week"
"Nov 23, 2015 Player of the Week"
"Dec 7, 2015 Player of the Week"
"Feb 29, 2016 Player of the Week"
"Mar 14, 2016 Player of the Week"
"Jan 9, 2017 Player of the Week"
