3-Pt Field Goal Pct
2009-10 NBA .437 (7th)
2010-11 NBA .442 (3rd)
2011-12 NBA .455 (3rd)
2012-13 NBA .453 (3rd)
2013-14 NBA .424 (8th)
2014-15 NBA .443 (3rd)
2015-16 NBA .454 (2nd)
Active .441 (1st)
Career NBA .441 (3rd)
Career .441 (3rd)
