Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,25,GSW,NBA,PG,1,1,27:36,4,14,.286,2,11,.182,2,2,1.000,1,3,11,1,0,2,1,12
2014-15,26,GSW,NBA,PG,1,1,26:36,6,16,.375,3,10,.300,0,0,,4,9,5,1,0,5,1,15
2015-16,27,GSW,NBA,PG,1,1,28:50,10,18,.556,6,13,.462,0,0,,1,5,6,4,0,2,1,26
2016-17,28,GSW,,PG,,0,,,,,,,,,,,,,,,,,,
