Points
1999-00 NBA 2107 (2nd)
2000-01 NBA 2070 (5th)
2003-04 NBA 1645 (9th)
2004-05 NBA 1886 (7th)
2006-07 NBA 2070 (4th)
Active 24334 (4th)
Career NBA 24334 (24th)
Career 24334 (29th)
