Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,23,TOR,NBA,SF,1,1,28:00,6,11,.545,0,2,.000,0,0,,2,4,2,2,0,2,0,12
2000-01,24,TOR,NBA,SF,1,1,24:00,7,18,.389,1,4,.250,1,1,1.000,1,3,4,1,1,3,1,16
2001-02,25,TOR,NBA,SG,,,,,,,,,,,,,,,,,,,,
2002-03,26,TOR,NBA,SG,1,0,25:00,4,9,.444,1,1,1.000,0,0,,1,1,2,0,0,1,1,9
2003-04,27,TOR,NBA,SG,1,1,16:00,5,7,.714,1,3,.333,0,0,,1,2,0,2,0,2,1,11
2004-05,28,NJN,NBA,SF,1,1,18:00,4,8,.500,3,5,.600,0,0,,0,3,1,0,0,2,0,11
2005-06,29,NJN,NBA,SG,1,1,17:40,2,5,.400,0,0,,1,2,.500,1,4,2,1,0,2,3,5
2006-07,30,NJN,NBA,SG,1,0,16:12,3,7,.429,0,1,.000,1,2,.500,0,1,2,0,0,1,1,7
