2-Pt Field Goal Attempts
1999-00 NBA 1460 (4th)
2003-04 NBA 1214 (6th)
2004-05 NBA 1228 (8th)
2006-07 NBA 1161 (9th)
Active 14733 (4th)
Career NBA 14733 (45th)
Career 14733 (48th)
