Usage Pct
1999-00 NBA 30.0 (6th)
2000-01 NBA 30.7 (7th)
2001-02 NBA 30.5 (6th)
2003-04 NBA 32.5 (3rd)
2004-05 NBA 31.6 (4th)
2005-06 NBA 32.3 (6th)
2006-07 NBA 30.8 (9th)
Active 27.3 (9th)
Career NBA 27.3 (25th)
Career 27.3 (30th)
