Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,23,TOR,NBA,SF,3,3,39.7,5.0,16.7,.300,0.3,3.3,.100,4.7,13.3,.350,.310,9.0,10.3,.871,3.0,3.0,6.0,6.3,1.0,1.3,2.7,4.0,19.3
2000-01,24,TOR,NBA,SF,12,12,44.9,10.2,23.3,.436,2.1,5.1,.410,8.1,18.3,.443,.480,4.8,6.2,.784,3.1,3.4,6.5,4.7,1.7,1.7,2.3,3.8,27.3
2004-05,28,NJN,NBA,SF,4,4,44.8,8.8,24.0,.365,1.5,4.8,.316,7.3,19.3,.377,.396,7.8,9.0,.861,2.3,6.3,8.5,5.8,2.3,0.0,3.8,4.3,26.8
2005-06,29,NJN,NBA,SG,11,11,40.9,10.3,22.2,.463,1.3,5.3,.241,9.0,16.9,.532,.492,7.8,9.8,.796,1.5,5.5,7.0,5.3,1.8,0.5,2.4,3.1,29.6
2006-07,30,NJN,NBA,SG,12,12,40.6,7.8,19.6,.396,1.8,4.5,.389,6.0,15.1,.398,.440,5.1,7.3,.693,1.4,5.4,6.8,5.3,0.9,0.6,3.2,2.9,22.3
2009-10,33,ORL,NBA,SG,14,14,34.3,5.3,13.1,.402,0.9,3.6,.235,4.4,9.5,.466,.435,4.1,4.9,.826,0.6,3.6,4.2,2.3,0.9,0.2,1.6,3.6,15.5
2011-12,35,DAL,NBA,SG,4,0,26.8,3.0,10.3,.293,0.8,2.5,.300,2.3,7.8,.290,.329,1.5,2.0,.750,1.3,4.3,5.5,0.3,1.3,0.5,1.5,2.8,8.3
2013-14,37,DAL,NBA,SG,7,0,27.1,4.4,9.7,.456,2.1,4.4,.484,2.3,5.3,.432,.566,1.6,2.0,.786,1.0,2.6,3.6,2.4,0.4,0.3,0.9,1.7,12.6
2014-15,38,MEM,NBA,SG,11,0,17.8,2.5,6.1,.403,0.6,2.5,.250,1.8,3.5,.513,.455,0.7,0.8,.889,1.2,3.1,4.3,1.0,0.6,0.2,0.6,1.5,6.3
2015-16,39,MEM,NBA,SG,4,4,22.8,3.8,8.3,.455,1.8,2.5,.700,2.0,5.8,.348,.561,2.0,2.0,1.000,1.3,2.5,3.8,1.3,0.5,0.3,0.8,2.3,11.3
