Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1995-96,19,UNC,31,555,91,185,19,55,31,45,,119,40,20,18,36,57,232,.492,.345,.689,17.9,7.5,3.8,1.3
1996-97,20,UNC,34,937,166,316,36,107,75,100,,152,83,49,26,47,72,443,.525,.336,.750,27.6,13.0,4.5,2.4
1997-98,21,UNC,38,,224,379,44,107,100,147,,195,74,45,36,,,592,.591,.411,.680,,15.6,5.1,1.9
