Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,42,28,17.8,1.7,5.1,.327,1.1,3.2,.353,0.5,1.9,.284,.437,0.8,1.0,.791,0.2,1.2,1.4,1.0,0.5,0.1,0.6,1.5,5.3
2 seasons,,DAL,NBA,,23,18,14.7,1.3,3.7,.337,1.2,3.1,.380,0.1,0.7,.133,.494,0.4,0.5,.750,0.0,0.8,0.8,0.5,0.5,0.1,0.4,1.8,4.1
2 seasons,,WAS,NBA,,10,10,31.8,3.1,10.6,.292,1.7,5.5,.309,1.4,5.1,.275,.373,1.9,2.5,.760,0.4,1.9,2.3,2.5,0.8,0.3,1.2,1.5,9.8
2 seasons,,UTA,NBA,,5,0,9.0,1.4,3.4,.412,0.0,0.4,.000,1.4,3.0,.467,.412,1.2,1.2,1.000,0.4,1.2,1.6,0.8,0.2,0.0,0.2,0.6,4.0
1 season,,ATL,NBA,,4,0,11.3,0.8,1.3,.600,0.8,1.3,.600,0.0,0.0,,.900,0.0,0.0,,0.8,1.8,2.5,0.3,0.0,0.0,0.5,1.3,2.3
