Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,1110,650,27160,3836,7894,.486,9,32,.281,3827,7862,.487,.487,1292,1701,.760,1922,5406,7328,1204,724,841,1241,3579,8973
8 seasons,,NYK,NBA,,569,429,16421,2575,5296,.486,8,24,.333,2567,5272,.487,.487,869,1119,.777,1111,3161,4272,779,445,479,807,2069,6027
2 seasons,,PHO,NBA,,120,63,2619,316,650,.486,0,1,.000,316,649,.487,.486,131,163,.804,188,606,794,81,47,83,92,349,763
2 seasons,,SAS,NBA,,107,19,1928,209,429,.487,0,3,.000,209,426,.491,.487,51,69,.739,170,373,543,80,55,72,60,227,469
2 seasons,,MIA,NBA,,92,51,2029,313,652,.480,0,3,.000,313,649,.482,.480,153,224,.683,153,393,546,55,59,45,123,338,779
1 season,,MIL,NBA,,70,9,1049,99,208,.476,0,0,,99,208,.476,.476,12,15,.800,84,207,291,47,26,46,48,159,210
1 season,,POR,NBA,,53,3,803,73,157,.465,0,0,,73,157,.465,.465,14,20,.700,39,149,188,46,24,31,31,123,160
1 season,,CHI,NBA,,52,37,1178,95,186,.511,1,1,1.000,94,185,.508,.513,20,32,.625,75,226,301,60,32,42,42,164,211
1 season,,SEA,NBA,,42,39,1060,139,271,.513,0,0,,139,271,.513,.513,39,56,.696,94,275,369,53,35,43,28,131,317
1 season,,DAL,NBA,,5,0,73,17,45,.378,0,0,,17,45,.378,.378,3,3,1.000,8,16,24,3,1,0,10,19,37
