Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,1110,650,27160,7.5,15.4,.486,0.0,0.1,.281,7.5,15.4,.487,2.5,3.3,.760,3.8,10.6,14.3,2.4,1.4,1.6,2.4,7.0,17.5,,105,101
8 seasons,,NYK,NBA,,569,429,16421,8.4,17.3,.486,0.0,0.1,.333,8.4,17.2,.487,2.8,3.7,.777,3.6,10.3,14.0,2.5,1.5,1.6,2.6,6.8,19.7,,104,101
2 seasons,,PHO,NBA,,120,63,2619,6.0,12.4,.486,0.0,0.0,.000,6.0,12.4,.487,2.5,3.1,.804,3.6,11.6,15.2,1.6,0.9,1.6,1.8,6.7,14.6,,109,103
2 seasons,,SAS,NBA,,107,19,1928,5.9,12.1,.487,0.0,0.1,.000,5.9,12.0,.491,1.4,1.9,.739,4.8,10.5,15.3,2.3,1.5,2.0,1.7,6.4,13.2,,110,100
2 seasons,,MIA,NBA,,92,51,2029,8.2,17.0,.480,0.0,0.1,.000,8.2,17.0,.482,4.0,5.9,.683,4.0,10.3,14.3,1.4,1.5,1.2,3.2,8.8,20.3,,101,100
1 season,,MIL,NBA,,70,9,1049,4.9,10.4,.476,0.0,0.0,,4.9,10.4,.476,0.6,0.7,.800,4.2,10.3,14.5,2.3,1.3,2.3,2.4,7.9,10.5,,99,100
1 season,,POR,NBA,,53,3,803,4.8,10.3,.465,0.0,0.0,,4.8,10.3,.465,0.9,1.3,.700,2.6,9.8,12.3,3.0,1.6,2.0,2.0,8.1,10.5,,99,104
1 season,,CHI,NBA,,52,37,1178,4.3,8.4,.511,0.0,0.0,1.000,4.2,8.3,.508,0.9,1.4,.625,3.4,10.2,13.6,2.7,1.4,1.9,1.9,7.4,9.5,,108,98
1 season,,SEA,NBA,,42,39,1060,6.5,12.7,.513,0.0,0.0,,6.5,12.7,.513,1.8,2.6,.696,4.4,12.9,17.3,2.5,1.6,2.0,1.3,6.2,14.9,,115,104
1 season,,DAL,NBA,,5,0,73,12.4,32.9,.378,0.0,0.0,,12.4,32.9,.378,2.2,2.2,1.000,5.8,11.7,17.5,2.2,0.7,0.0,7.3,13.9,27.1,,76,105
