Personal Fouls
2000-01 NBA 287 (6th)
2001-02 NBA 341 (1st)
2002-03 NBA 344 (1st)
2003-04 NBA 298 (2nd)
2004-05 NBA 310 (3rd)
Career NBA 3579 (24th)
Career 3579 (26th)
