Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,23,MIA,NBA,PF,3,3,60,4,10,.400,0,0,,4,10,.400,.400,4,4,1.000,4,12,16,3,2,1,5,13,12
1998-99,26,NYK,NBA,PF,20,12,419,45,118,.381,0,0,,45,118,.381,.381,16,23,.696,38,72,110,7,15,12,19,76,106
1999-00,27,NYK,NBA,PF,16,0,251,31,61,.508,0,0,,31,61,.508,.508,7,10,.700,18,32,50,5,3,6,14,44,69
2000-01,28,NYK,NBA,PF,5,5,186,25,47,.532,0,0,,25,47,.532,.532,22,31,.710,17,39,56,9,2,5,9,26,72
2003-04,31,NYK,NBA,PF,4,4,139,21,49,.429,0,0,,21,49,.429,.429,9,12,.750,9,37,46,6,7,3,10,17,51
2005-06,33,PHO,NBA,C,1,0,6,0,0,,0,0,,0,0,,,1,2,.500,0,1,1,0,0,0,0,2,1
2006-07,34,PHO,NBA,C,11,5,212,34,65,.523,0,0,,34,65,.523,.523,15,17,.882,11,43,54,12,6,9,9,25,83
2007-08,35,SAS,NBA,PF,17,8,268,32,70,.457,0,0,,32,70,.457,.457,5,7,.714,26,58,84,6,2,6,13,46,69
2008-09,36,SAS,NBA,PF,5,0,80,5,11,.455,0,0,,5,11,.455,.455,3,4,.750,4,19,23,2,1,2,4,13,13
2009-10,37,MIL,NBA,C,7,7,199,17,35,.486,0,0,,17,35,.486,.486,4,5,.800,12,43,55,11,3,4,8,26,38
2010-11,38,CHI,NBA,PF,7,0,74,10,18,.556,0,2,.000,10,16,.625,.556,0,0,,9,10,19,3,1,3,3,12,20
