Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,CLE,NBA,C,24,616,,,,,100%,-1.3,+4.1,13,15,32,30,,13,,39,38,6,17
2001-02,26,CLE,NBA,C,62,1329,,,,,100%,-4.0,-0.3,23,20,51,96,,27,,158,125,19,42
2002-03,27,CLE,NBA,C,81,2432,,,,,100%,-9.0,+3.9,72,58,80,134,,37,,277,224,37,78
2003-04,28,CLE,NBA,C,81,2539,,,,,100%,-4.2,-3.2,43,49,71,155,,23,,237,193,31,82
2004-05,29,CLE,NBA,C,78,2615,,,,,100%,+2.4,+4.7,44,53,94,184,,40,,223,233,36,75
2005-06,30,CLE,NBA,C,78,2283,,,,,100%,+3.6,+2.3,28,44,83,152,,33,,206,171,42,59
2006-07,31,CLE,NBA,C,78,2130,,,,,100%,+5.3,+1.7,36,28,77,123,,22,,290,84,29,36
2007-08,32,CLE,NBA,C,73,2222,,,,,100%,+0.3,+0.8,42,37,56,133,,21,,238,108,17,51
2008-09,33,CLE,NBA,C,65,1765,,,,,100%,+14.4,+7.4,24,22,44,86,,15,,141,80,11,39
2009-10,34,CLE,NBA,C,64,1339,,,,4%,96%,+7.7,+0.5,14,15,35,102,,22,,108,41,6,21
2010-11,35,MIA,NBA,C,72,1145,,,,,100%,+9.8,+1.6,19,8,25,99,,17,,58,22,4,14
