Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,22,TOR,NBA,PF,26,118,,,5%,75%,20%,-20.5,-20.6,3,3,0,4,,0,,6,3,0,2
2002-03,23,TOR,NBA,PF,67,1314,,,,68%,32%,-8.9,-3.4,29,23,24,68,,16,,149,27,7,19
2003-04,24,TOT,NBA,C-PF,16,98,,,,28%,72%,-6.7,-2.6,4,1,2,0,,0,,2,0,0,0
2003-04,24,TOR,NBA,PF,5,38,,,,19%,81%,+6.9,+10.3,2,1,0,4,,0,,2,1,0,0
2003-04,24,ATL,NBA,C,11,60,,,,33%,67%,-14.7,-10.0,2,0,2,3,,0,,0,0,0,0
2004-05,25,TOT,NBA,PF,18,119,,,,56%,44%,+1.7,+2.1,3,1,1,0,,0,,12,0,0,1
2004-05,25,ORL,NBA,PF,8,55,,,,58%,42%,+12.1,+15.0,1,0,0,2,,0,,5,0,0,0
2004-05,25,SAC,NBA,PF,8,48,,,,70%,30%,-12.8,-15.4,2,0,1,5,,1,,5,1,0,1
2004-05,25,PHI,NBA,PF,2,16,,,,5%,95%,+12.3,+13.2,0,1,0,0,,0,,2,1,0,0
2005-06,26,PHI,NBA,PF,46,367,,,,40%,60%,-9.2,-7.9,6,6,7,18,,3,,43,2,1,3
