Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,128,19,1909,5.7,13.7,.417,0.1,0.8,.161,5.6,12.9,.434,4.0,5.1,.786,2.3,6.2,8.5,3.4,2.9,0.4,3.0,5.8,15.6,,97,105
3 seasons,,CHA,NBA,,118,19,1872,5.8,13.8,.418,0.1,0.9,.161,5.6,12.9,.435,3.9,5.0,.786,2.3,6.2,8.5,3.4,2.9,0.4,3.0,5.8,15.6,,96,106
1 season,,NJN,NBA,,10,0,37,4.3,11.4,.375,0.0,0.0,,4.3,11.4,.375,5.7,7.1,.800,1.4,7.1,8.5,2.8,5.7,1.4,0.0,5.7,14.2,,118,96
