Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,88,1693,,,,42%,58%,+9.0,+10.1,14,17,33,118,2,18,0,117,78,20,26
5 seasons,,CLE,NBA,,71,1600,,,,45%,55%,+8.7,+10.6,14,16,32,112,0,17,0,83,74,19,24
1 season,,GSW,NBA,,17,93,,,,,100%,+13.8,+1.8,0,1,1,6,2,1,0,34,4,1,2
