Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,TOR,NBA,C,75,2510,,,,5%,95%,-3.6,-0.7,31,45,31,117,,12,,178,130,22,64
2004-05,20,TOR,NBA,PF,81,3017,,,3%,69%,29%,-0.3,+5.4,61,71,55,135,,24,,373,235,45,76
2005-06,21,TOR,NBA,C,70,2751,,,18%,33%,49%,-1.4,+6.6,44,63,50,109,,21,,428,279,64,69
2006-07,22,TOR,NBA,C,69,2658,,,4%,51%,46%,+3.2,+6.0,39,68,72,85,,29,,390,263,60,68
2007-08,23,TOR,NBA,C,67,2425,,,,31%,68%,+7.8,+11.1,35,56,62,84,,33,,408,257,54,70
2008-09,24,TOR,NBA,C,77,2928,,,7%,30%,63%,-1.4,+5.9,62,66,46,97,,21,,436,285,55,83
2009-10,25,TOR,NBA,C,70,2526,,,,10%,90%,0.0,+5.8,46,62,61,89,,27,,388,283,64,74
2010-11,26,MIA,NBA,PF,77,2795,,,,76%,24%,+11.5,+9.9,40,58,40,89,,22,,331,218,56,70
2011-12,27,MIA,NBA,PF,57,2007,,,,45%,55%,+10.3,+9.6,43,38,36,57,,18,,237,133,32,55
2012-13,28,MIA,NBA,C,74,2454,,,,3%,97%,+10.0,+2.3,40,50,38,72,,20,1,288,139,29,51
2013-14,29,MIA,NBA,C,79,2531,,,,21%,79%,+9.0,+10.1,52,44,27,77,7,14,0,206,127,23,36
2014-15,30,MIA,NBA,C,44,1556,,,,27%,73%,-3.2,-0.8,33,42,20,30,2,6,2,213,103,15,30
2015-16,31,MIA,NBA,PF,53,1778,,,,55%,45%,+0.6,-2.5,37,29,12,54,4,5,0,295,123,26,32
