Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,20,LAL,NBA,SG,35,403,13%,78%,9%,,,+0.5,+4.6,9,5,1,12,,1,,123,6,0,15
2005-06,21,LAL,NBA,PG,82,1449,71%,14%,14%,,,+1.7,-1.3,23,13,14,39,,3,,322,15,1,17
2006-07,22,LAL,NBA,SG,73,935,,22%,73%,5%,,-2.3,-2.8,16,10,4,36,,2,,147,16,2,11
2007-08,23,LAL,NBA,SG,72,1279,,41%,58%,,,+6.0,-2.4,29,15,8,41,,3,,171,26,8,17
2008-09,24,LAL,NBA,SG,80,1293,3%,81%,16%,,,+2.8,-8.1,22,8,5,70,,1,,242,13,3,18
2009-10,25,LAL,NBA,SG,67,575,,46%,52%,1%,,-1.5,-7.8,7,5,5,25,,5,,95,10,3,0
2010-11,26,TOT,NBA,SG,67,1648,,58%,41%,,,-10.2,-12.8,34,20,12,0,,0,,294,0,3,24
2010-11,26,LAL,NBA,SG,11,54,,84%,16%,,,-20.7,-28.0,1,2,2,3,,0,,10,1,0,1
2010-11,26,NJN,NBA,SG,56,1594,,58%,42%,,,-9.8,-4.5,33,18,10,50,,6,,284,24,3,23
2013-14,29,LAC,NBA,SG,2,10,,97%,3%,,,-45.1,-52.3,1,1,1,1,0,0,0,0,0,0,1
2015-16,31,NYK,NBA,SG,61,908,,70%,30%,1%,,-2.1,+0.9,13,20,11,34,2,4,6,196,11,3,8
2016-17,32,NYK,NBA,SG,26,223,,50%,48%,2%,,+6.7,+10.5,0,7,2,9,1,2,0,55,4,2,2
