Player,Sim,1,2,3,4,5
Reggie Jackson,,6.9,4.9,4.9,2.5,0.1
Lewis Lloyd,93.0,6.3,4.7,4.6,2.6,0.1
Willie Anderson,92.4,6.5,4.9,4.8,3.3,-0.1
Micheal Ray Richardson,89.0,6.9,6.0,5.5,2.0,0.3
Muggsy Bogues,88.0,6.7,4.8,4.8,2.6,2.3
Mike James,87.8,7.6,5.2,4.3,1.8,0.0
Ted McClain,87.7,7.0,4.2,4.1,2.0,-0.1
Gene Shue,87.3,5.6,4.6,4.6,2.4,0.4
Jimmy Walker,87.1,6.2,5.5,5.1,3.6,0.4
Eric Murdock,87.0,7.2,6.1,4.3,2.5,0.6
Kendall Gill,86.9,6.7,4.7,4.6,2.9,1.8
