Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,22,TOR,NBA,PG,70,70,40.9,6.9,16.1,.426,1.9,4.8,.395,5.0,11.3,.439,.485,3.4,4.2,.797,0.8,3.2,4.0,9.3,1.4,0.3,3.8,2.4,19.0
1996-97,23,TOR,NBA,PG,81,81,40.9,7.0,17.4,.401,2.2,6.1,.355,4.8,11.2,.426,.463,4.1,5.0,.823,1.1,3.0,4.1,8.8,1.5,0.2,3.6,2.0,20.2
1997-98,24,TOT,NBA,PG,71,71,40.0,6.3,15.4,.411,1.3,4.3,.299,5.0,11.1,.454,.452,3.4,4.0,.829,1.2,3.0,4.2,8.2,1.6,0.1,3.1,2.1,17.3
1997-98,24,TOR,NBA,PG,49,49,41.5,7.2,17.0,.425,1.3,4.2,.317,5.9,12.8,.460,.464,3.7,4.3,.844,1.3,3.1,4.4,8.1,1.6,0.1,3.2,2.3,19.4
1997-98,24,POR,NBA,PG,22,22,36.6,4.3,11.7,.364,1.2,4.5,.263,3.1,7.2,.428,.415,2.7,3.4,.787,1.1,2.6,3.7,8.2,1.5,0.1,2.9,1.7,12.4
1998-99,25,POR,NBA,PG,50,50,33.5,5.0,12.6,.396,0.9,2.8,.310,4.1,9.7,.421,.431,1.8,2.4,.730,0.8,2.5,3.3,6.2,1.0,0.1,2.2,1.6,12.6
1999-00,26,POR,NBA,PG,78,78,30.4,4.9,11.5,.432,1.0,2.7,.377,3.9,8.7,.449,.477,1.6,1.9,.841,0.8,2.3,3.1,5.2,1.0,0.0,1.9,2.2,12.5
2000-01,27,POR,NBA,PG,82,82,32.4,5.0,11.4,.434,1.0,2.7,.374,4.0,8.7,.453,.478,2.1,2.5,.831,0.8,2.9,3.7,5.7,1.3,0.1,2.3,2.5,13.0
2001-02,28,POR,NBA,PG,75,71,37.3,4.9,12.2,.402,1.4,3.9,.353,3.5,8.3,.425,.459,2.3,2.6,.888,1.0,2.9,3.9,6.5,0.9,0.1,2.0,2.0,13.5
2002-03,29,POR,NBA,PG,59,27,22.3,2.6,7.0,.376,0.7,1.9,.386,1.9,5.1,.372,.429,0.9,1.1,.791,0.7,1.9,2.6,3.5,0.7,0.1,1.4,1.1,6.9
2003-04,30,POR,NBA,PG,82,82,38.0,5.0,12.4,.401,1.9,5.2,.365,3.1,7.2,.426,.477,1.5,1.8,.876,0.6,3.1,3.8,6.1,1.2,0.1,2.2,2.1,13.4
2004-05,31,POR,NBA,PG,81,70,34.1,5.6,14.4,.392,2.2,6.0,.369,3.4,8.3,.409,.470,2.2,2.5,.915,0.7,3.1,3.8,5.7,1.1,0.0,2.0,2.0,15.8
2005-06,32,MEM,NBA,PG,27,27,31.9,4.2,10.6,.397,1.3,3.9,.346,2.9,6.8,.426,.460,2.0,2.3,.855,0.9,2.7,3.5,4.7,0.7,0.0,2.0,1.8,11.7
2006-07,33,MEM,NBA,PG,62,51,24.2,2.8,7.0,.391,1.0,2.8,.337,1.8,4.2,.427,.459,1.1,1.3,.795,0.5,1.7,2.2,4.8,0.8,0.0,1.6,1.5,7.5
2007-08,34,TOT,NBA,PG,60,33,17.3,2.0,5.6,.356,0.8,2.5,.336,1.2,3.1,.372,.430,0.5,0.6,.794,0.3,1.6,2.0,2.8,0.5,0.0,1.3,1.3,5.3
2007-08,34,MEM,NBA,PG,29,29,21.5,2.7,6.7,.397,1.2,3.2,.383,1.4,3.4,.410,.490,0.7,0.9,.808,0.5,2.0,2.4,3.9,0.7,0.0,1.7,1.6,7.3
2007-08,34,SAS,NBA,PG,31,4,13.3,1.4,4.6,.301,0.5,1.8,.255,0.9,2.8,.330,.350,0.2,0.3,.750,0.2,1.3,1.5,1.7,0.4,0.1,1.0,1.0,3.4
