Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,20,CHI,NBA,PF,72,966,,,6%,85%,9%,+8.4,+4.1,31,17,46,74,,19,,87,76,11,41
2007-08,21,CHI,NBA,PF,74,1330,,,10%,82%,8%,-0.7,+3.6,32,15,30,105,,12,,194,77,10,49
2008-09,22,CHI,NBA,PF,79,2175,,,3%,86%,11%,-3.9,-8.3,57,33,39,129,,23,,163,137,21,58
2009-10,23,TOT,NBA,PF-C,54,1220,,,17%,64%,19%,-1.0,-1.1,36,20,37,0,,0,,120,0,17,37
2009-10,23,CHI,NBA,PF,29,678,,,30%,69%,1%,+1.5,+3.7,19,14,20,28,,10,,69,43,10,19
2009-10,23,CHA,NBA,C,25,542,,,,58%,42%,-4.3,-6.8,17,6,17,35,,11,,51,39,7,18
2010-11,24,CHA,NBA,C,41,861,,,3%,42%,54%,-0.9,+4.6,21,17,27,56,,18,,61,63,17,33
2011-12,25,CHA,NBA,PF,54,1013,,,10%,85%,4%,-15.6,+0.1,23,14,16,82,,8,,73,40,6,26
2012-13,26,CHA,NBA,PF,26,360,,,2%,90%,8%,-11.4,-1.5,6,3,8,29,,3,0,43,14,5,10
2014-15,28,MEM,NBA,PF,2,7,,,78%,,22%,+7.7,+4.3,0,0,0,0,0,0,0,2,1,0,0
