Player,Sim,1,2,3,4,5
Jeff Withey,,2.3,1.8,0.8,,
Dewayne Dedmon,93.0,2.4,1.7,0.6,,
Ed Kalafat,87.7,2.6,2.1,0.7,,
Bob Christian,87.6,2.4,1.9,0.9,0.5,0.0
Henry Sims,81.8,2.1,2.1,0.4,0.0,
Predrag Drobnjak,81.2,2.4,1.6,1.0,0.7,
Howie Schultz,80.2,3.0,2.0,0.6,,
Charlie Tyra,79.6,2.3,1.5,1.1,0.2,-0.2
Greg Stiemsma,78.4,2.7,1.7,1.5,0.1,
Festus Ezeli,77.2,2.7,1.7,1.5,,
Hasheem Thabeet,77.2,2.2,2.0,0.3,0.3,0.0
