Player,Sim,1,2,3
Jeff Withey,,2.3,1.8,0.8
Dewayne Dedmon,93.0,2.4,1.7,0.6
Predrag Drobnjak,92.2,2.4,1.6,0.7
Harvey Catchings,89.9,2.3,1.7,1.2
Luther Rackley,89.2,1.9,1.8,0.8
Tom LaGarde,87.9,2.2,1.7,0.4
Marc Jackson,87.8,2.6,2.0,0.6
Ed Kalafat,87.7,2.6,2.1,0.7
Mark Blount,86.7,1.9,1.7,0.7
Charlie Tyra,86.4,2.3,1.5,1.1
Jim McIlvaine,86.1,3.0,1.8,0.8
