Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,21,DAL,NBA,PG,76,1173,.429,13.9,.642,.328,.066,.079,.169,.358,.481,.567,.375,.379,.403,.336,.257,.027,9,.795,.229,.433,3,0
2005-06,22,DAL,NBA,PG,56,1275,.469,7.9,.948,.521,.094,.141,.193,.052,.482,.573,.263,.439,.372,.238,.378,.022,8,.600,.095,.000,4,0
2006-07,23,DAL,NBA,PG,80,2081,.492,8.6,.916,.508,.096,.091,.221,.084,.512,.615,.281,.519,.374,.280,.439,.022,13,.714,.240,.333,7,0
2007-08,24,TOT,NBA,PG,64,2022,.463,11.3,.759,.413,.108,.069,.169,.241,.504,.598,.360,.438,.393,.335,.358,.012,7,.679,.156,.308,7,0
2007-08,24,DAL,NBA,PG,39,1184,.483,9.8,.819,.475,.109,.062,.173,.181,.511,.587,.381,.458,.403,.357,.389,.013,4,.840,.186,.385,4,0
2007-08,24,NJN,NBA,PG,25,838,.438,13.2,.683,.333,.108,.078,.163,.317,.493,.618,.333,.417,.380,.320,.311,.010,3,.548,.134,.231,3,0
2008-09,25,NJN,NBA,PG,69,2494,.438,11.7,.788,.387,.068,.121,.212,.212,.477,.547,.549,.389,.377,.291,.192,.002,1,.500,.055,.500,3,0
2009-10,26,NJN,NBA,PG,64,2221,.403,12.3,.755,.337,.110,.124,.183,.245,.444,.520,.361,.391,.389,.276,.216,.003,3,.817,.078,.294,2,0
2010-11,27,TOT,NBA,PG,71,2254,.422,12.1,.779,.314,.189,.106,.170,.221,.450,.537,.396,.360,.406,.322,.182,.001,0,.776,.067,.417,5,0
2010-11,27,NJN,NBA,PG,54,1724,.425,11.6,.820,.306,.219,.111,.185,.180,.452,.540,.388,.397,.416,.300,.185,.002,0,.788,.100,.455,3,0
2010-11,27,UTA,NBA,PG,17,530,.413,13.8,.652,.338,.100,.090,.124,.348,.443,.529,.450,.222,.360,.357,.172,.000,0,.760,.014,.000,2,0
2011-12,28,UTA,NBA,PG,63,1741,.445,15.4,.607,.227,.142,.059,.179,.393,.498,.667,.377,.375,.423,.362,.348,.002,1,.870,.033,.571,2,0
2012-13,29,ATL,NBA,SG,58,1421,.438,16.3,.481,.273,.081,.032,.095,.519,.549,.678,.472,.357,.310,.335,.299,.000,0,.792,.135,.419,1,0
2013-14,30,DAL,NBA,PG,40,818,.378,14.3,.602,.276,.161,.071,.094,.398,.425,.557,.268,.333,.375,.307,.262,.000,0,.677,.079,.125,2,0
2014-15,31,DAL,NBA,PG,76,1685,.418,16.5,.492,.240,.103,.046,.103,.508,.481,.619,.389,.167,.389,.357,.226,.002,1,.811,.177,.596,5,1
2015-16,32,DAL,NBA,PG,64,1280,.447,14.3,.578,.316,.104,.051,.107,.422,.532,.653,.333,.474,.400,.329,.470,.000,0,.923,.392,.419,6,0
2016-17,33,DAL,NBA,PG,33,531,.377,17.3,.429,.240,.084,.013,.091,.571,.439,.486,.308,1.000,.357,.330,.379,.000,0,.828,.261,.348,2,0
