Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,21,DAL,NBA,PG,76,1173,76%,24%,,,,-0.9,-10.1,53,12,17,53,,11,,376,34,11,31
2005-06,22,DAL,NBA,PG,56,1275,53%,47%,,,,+6.1,-0.7,37,24,23,51,,12,,403,89,44,55
2006-07,23,DAL,NBA,PG,80,2081,99%,1%,,,,+14.7,+14.0,70,32,44,109,,18,,674,121,44,58
2007-08,24,TOT,NBA,PG,64,2022,99%,1%,,,,+4.9,+7.1,85,42,34,0,,0,,810,0,28,43
2007-08,24,DAL,NBA,PG,39,1184,99%,1%,,,,+10.1,+7.1,42,25,26,53,,14,,459,92,18,31
2007-08,24,NJN,NBA,PG,25,838,98%,2%,,,,-2.3,+4.4,43,17,8,30,,5,,351,50,10,12
2008-09,25,NJN,NBA,PG,69,2494,100%,,,,,-2.2,+1.5,93,84,35,72,,18,,1111,268,60,81
2009-10,26,NJN,NBA,PG,64,2221,94%,6%,,,,-11.5,-3.1,106,44,31,96,,11,,921,174,35,56
2010-11,27,TOT,NBA,PG,71,2254,80%,20%,,,,-5.5,-1.3,119,45,43,0,,0,,1100,0,31,55
2010-11,27,NJN,NBA,PG,54,1724,80%,20%,,,,-6.6,+1.0,91,35,32,51,,19,,908,131,25,38
2010-11,27,UTA,NBA,PG,17,530,80%,20%,,,,-2.0,-0.1,28,10,11,21,,4,,192,34,6,17
2011-12,28,UTA,NBA,PG,63,1741,98%,2%,,,,+3.4,+6.1,74,20,28,51,,15,,695,73,17,25
2012-13,29,ATL,NBA,SG,58,1421,27%,72%,,,,+6.4,+9.1,55,21,12,48,,3,6,455,72,19,22
2013-14,30,DAL,NBA,PG,40,818,45%,54%,,,,+10.5,+10.1,34,15,10,31,6,7,6,418,53,14,18
2014-15,31,DAL,NBA,PG,76,1685,46%,53%,2%,,,+3.5,+0.8,54,13,18,67,19,10,6,546,52,8,21
2015-16,32,DAL,NBA,PG,64,1280,15%,69%,16%,,,-2.5,-3.4,32,21,13,59,10,3,15,268,44,16,17
2016-17,33,DAL,NBA,PG,33,531,23%,77%,,,,-0.5,+3.2,3,19,2,18,4,2,3,128,18,4,8
