Player,Sim,1,2,3,4,5,6,7,8,9
Dan Dickau,,3.5,1.5,0.4,0.4,0.0,0.0,,,
Tyus Edney,81.2,3.3,1.5,1.4,0.5,,,,,
Alfred McGuire,80.5,3.4,1.9,0.1,,,,,,
Jim Thomas,80.2,3.5,1.6,0.0,-0.1,,,,,
Ronnie Lester,79.6,3.9,1.7,0.7,0.2,0.0,-0.2,,,
Kent Bazemore,79.2,4.1,1.6,0.2,0.1,,,,,
Jeff Judkins,78.6,3.0,1.8,0.7,0.6,0.2,,,,
Pete Myers,78.6,3.0,1.3,0.6,0.5,0.3,0.1,0.0,0.0,-0.1
Robert Smith,78.4,2.9,1.4,0.8,0.6,0.0,0.0,0.0,,
Andre Roberson,77.5,3.4,2.1,0.8,,,,,,
Angelo Musi,77.0,3.5,1.3,1.1,,,,,,
