Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,109,1340,.453,13.1,.827,.282,.083,.127,.336,.173,.479,.586,.324,.385,.464,.324,.577,.046,18,.913,.521,.432,1,0
2 seasons,,MEM,NBA,,59,1063,.453,13.0,.845,.289,.070,.129,.357,.155,.481,.576,.333,.341,.484,.302,.619,.047,15,.875,.472,.400,1,0
1 season,,CLE,NBA,,50,277,.449,13.5,.739,.246,.145,.116,.232,.261,.471,.647,.300,.625,.313,.389,.333,.043,3,1.000,.667,.500,0,0
