Player,Sim,1,2,3,4,5
Tarence Kinsey,,0.9,0.6,0.0,,
Tony Bennett,91.4,0.9,0.7,0.0,,
Stan Pietkiewicz,89.4,1.0,0.6,0.0,,
Zoran Planinic,85.0,0.8,0.7,0.1,,
Sundiata Gaines,84.9,1.0,0.5,-0.1,,
Phil Rollins,83.6,1.1,0.7,0.1,,
Bryan Warrick,82.5,1.0,0.5,0.1,0.0,
Eddie Hughes,80.1,1.0,0.4,0.0,,
LaBradford Smith,77.7,0.8,0.8,-0.1,,
Litterial Green,75.6,0.8,0.8,0.1,0.0,-0.1
Brooks Thompson,75.3,1.1,0.6,0.2,0.1,
