Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,513,82,10904,1528,3688,.414,416,1138,.366,1112,2550,.436,.471,921,1116,.825,150,943,1093,1501,329,65,747,1059,4393
2 seasons,,MIL,NBA,,129,22,3222,405,953,.425,138,351,.393,267,602,.444,.497,191,227,.841,43,309,352,396,106,23,206,274,1139
2 seasons,,POR,NBA,,127,11,1959,269,672,.400,36,119,.303,233,553,.421,.427,284,345,.823,26,151,177,250,42,7,150,233,858
2 seasons,,MEM,NBA,,111,9,2415,350,860,.407,96,284,.338,254,576,.441,.463,147,179,.821,30,205,235,330,79,22,142,240,943
2 seasons,,TOR,NBA,,91,25,2052,318,744,.427,90,236,.381,228,508,.449,.488,228,277,.823,32,184,216,356,60,8,163,203,954
1 season,,BOS,NBA,,41,14,1036,158,378,.418,51,129,.395,107,249,.430,.485,49,61,.803,14,72,86,128,40,4,60,89,416
1 season,,NOH,NBA,,11,0,149,17,49,.347,3,14,.214,14,35,.400,.378,13,17,.765,2,13,15,28,2,1,17,16,50
1 season,,PHI,NBA,,3,1,71,11,32,.344,2,5,.400,9,27,.333,.375,9,10,.900,3,9,12,13,0,0,9,4,33
