Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,29,617,.374,16.1,.663,.198,.123,.037,.305,.337,.404,.521,.267,.222,.405,.317,.338,.021,4,.923,.244,.400,1,0
1 season,,MEM,NBA,,15,320,.358,19.1,.569,.102,.088,.036,.343,.431,.397,.429,.167,.000,.489,.305,.290,.015,2,.889,.254,.333,1,0
2 seasons,,POR,NBA,,8,177,.423,11.6,.775,.366,.169,.014,.225,.225,.436,.615,.250,1.000,.250,.375,.375,.042,2,1.000,.188,.667,0,0
1 season,,MIL,NBA,,6,120,.343,13.7,.800,.229,.171,.086,.314,.200,.357,.375,.500,.333,.273,.286,.400,.000,0,1.000,.286,.500,0,0
