Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,513,10904,.414,15.2,.691,.238,.090,.063,.301,.309,.436,.559,.320,.376,.386,.366,.345,.022,68,.897,.312,.383,5,0
2 seasons,,MIL,NBA,,129,3222,.425,15.6,.632,.199,.114,.073,.246,.368,.444,.563,.349,.386,.406,.393,.401,.021,19,.920,.333,.368,3,0
2 seasons,,POR,NBA,,127,1959,.400,11.7,.823,.396,.063,.070,.295,.177,.421,.526,.214,.255,.364,.303,.318,.039,19,.944,.529,.286,2,0
2 seasons,,MEM,NBA,,111,2415,.407,16.7,.670,.180,.081,.050,.358,.330,.441,.594,.329,.558,.373,.338,.378,.037,27,.958,.299,.424,0,0
2 seasons,,TOR,NBA,,91,2052,.427,15.2,.683,.261,.090,.039,.293,.317,.449,.567,.388,.310,.381,.381,.254,.003,2,.833,.242,.456,0,0
1 season,,BOS,NBA,,41,1036,.418,17.4,.659,.135,.077,.079,.365,.341,.430,.549,.241,.433,.428,.395,.402,.005,1,.863,.233,.433,0,0
1 season,,NOH,NBA,,11,149,.347,13.5,.714,.204,.224,.143,.143,.286,.400,.600,.182,.286,.571,.214,.286,.000,0,.333,.214,.000,0,0
1 season,,PHI,NBA,,3,71,.344,11.9,.844,.313,.094,.250,.188,.156,.333,.700,.333,.125,.000,.400,.222,.000,0,.000,.000,,0,0
