Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,20,POR,NBA,PG,53,655,71%,29%,,,,-0.7,-8.4,28,12,16,24,,8,,183,42,9,24
2009-10,21,POR,NBA,SG,74,1304,41%,57%,3%,,,+0.2,-5.5,38,23,33,55,,16,,391,99,21,47
2010-11,22,TOT,NBA,PG,71,1496,96%,4%,,,,-9.2,-7.5,73,26,28,0,,0,,590,0,21,42
2010-11,22,NOH,NBA,PG,11,149,94%,6%,,,,+1.1,+0.4,8,2,7,6,,4,,67,9,4,7
2010-11,22,TOR,NBA,PG,60,1347,96%,4%,,,,-10.3,-5.2,65,24,21,51,,7,,523,75,17,35
2011-12,23,TOR,NBA,PG,31,705,100%,,,,,-2.0,+2.2,18,20,15,31,,7,,262,34,4,7
2012-13,24,MEM,NBA,PG,80,1765,58%,42%,,,,-0.1,-8.8,82,24,14,79,,6,6,596,44,10,36
2013-14,25,TOT,NBA,PG,72,1686,39%,59%,2%,,,-4.1,-3.1,52,14,16,0,0,0,0,444,0,9,21
2013-14,25,MEM,NBA,PG,31,650,61%,39%,,,,+1.9,-0.2,14,4,4,31,2,1,4,152,18,5,8
2013-14,25,BOS,NBA,PG,41,1036,25%,72%,4%,,,-7.7,-3.5,38,10,12,40,5,6,1,292,17,4,13
2014-15,26,MIL,NBA,PG,77,1717,69%,30%,,,,0.0,-1.2,79,27,27,59,12,11,7,537,42,8,27
2015-16,27,MIL,NBA,SG,52,1505,54%,45%,1%,,,-5.8,-2.8,37,16,20,58,6,4,3,367,31,8,20
2016-17,28,PHI,NBA,PG,3,71,94%,6%,,,,-15.8,-10.1,2,7,0,2,0,0,0,29,4,0,4
