Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,20,CLE,NBA,PG,1,0,24:46,6,11,.545,3,6,.500,0,0,,2,3,4,0,0,2,1,15
2013-14,21,CLE,NBA,PG,1,1,33:51,14,17,.824,3,6,.500,0,0,,1,5,14,0,0,5,4,31
2014-15,22,CLE,NBA,PG,1,0,19:08,4,9,.444,2,6,.333,1,1,1.000,2,6,5,0,0,1,0,11
2016-17,24,CLE,,PG,,0,,,,,,,,,,,,,,,,,,
