Season,Team,Lg,Salary
2011-12,Cleveland Cavaliers,NBA,"$5,144,280"
2012-13,Cleveland Cavaliers,NBA,"$5,530,080"
2013-14,Cleveland Cavaliers,NBA,"$5,607,240"
2014-15,Cleveland Cavaliers,NBA,"$7,070,730"
2015-16,Cleveland Cavaliers,NBA,"$14,746,000"
