Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,IND,NBA,C,71,1152,,,,17%,82%,+3.7,+5.3,19,10,23,72,,16,,69,32,6,12
2001-02,25,IND,NBA,C,82,1786,,,,14%,86%,-0.3,-0.7,23,16,40,92,,27,,151,85,13,33
2002-03,26,IND,NBA,C,77,802,,,,23%,77%,+0.7,-3.5,12,10,12,45,,4,,112,27,7,16
2003-04,27,IND,NBA,C,82,1961,,,,1%,99%,+13.3,+13.1,21,13,26,80,,13,,147,68,21,45
2004-05,28,IND,NBA,C,61,1594,,,,12%,88%,+7.8,+11.6,18,14,23,87,,20,,105,70,22,30
2005-06,29,IND,NBA,C,63,1581,,,,32%,68%,+3.0,+2.0,22,9,33,75,,25,,113,70,14,29
2006-07,30,IND,NBA,C,75,1740,,,,1%,99%,-1.2,+3.2,29,10,31,97,,17,,122,52,14,25
2007-08,31,IND,NBA,C,77,1884,,,,12%,88%,-1.0,+1.0,29,10,23,134,,14,,298,63,15,23
2008-09,32,IND,NBA,C,74,1828,,,,50%,50%,+2.5,+6.7,41,18,29,127,,16,,299,66,18,22
2009-10,33,IND,NBA,C,16,255,,,,28%,72%,-0.7,+2.6,5,4,5,26,,3,,51,4,3,3
2010-11,34,IND,NBA,C,56,940,,,,5%,95%,+3.2,+6.1,11,7,8,66,,6,,111,17,6,15
2011-12,35,IND,NBA,C,11,141,,,,,100%,+7.1,+4.1,6,0,1,15,,0,,9,5,1,1
