Player,Sim,1,2,3,4,5,6,7
Antoine Wright,,1.4,1.2,0.8,0.3,-0.1,-0.5,
Chris Carr,73.8,1.7,1.1,0.9,0.3,0.2,-0.3,
Steve Harris,73.2,1.3,1.2,0.8,0.0,-0.1,,
Norris Cole,72.5,1.4,1.2,0.6,0.0,-0.1,,
Michael Carter-Williams,70.7,1.3,1.2,0.8,,,,
Steve Alford,70.1,1.4,0.9,0.6,0.3,,,
Jimmy O'Brien,69.9,1.4,1.4,1.0,0.2,,,
Chris Smith,65.7,1.2,1.1,0.9,,,,
Steve Henson,65.0,1.2,1.1,1.0,0.2,0.1,0.0,0.0
Mo Layton,63.8,1.9,1.1,1.0,0.3,0.1,,
Corky Devlin,63.7,1.8,1.2,0.8,,,,
