Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2000-01,20,UCONN,29,950,151,347,14,46,129,171,,221,89,63,9,70,76,445,.435,.304,.754,32.8,15.3,7.6,3.1
2001-02,21,UCONN,34,1223,253,521,30,75,155,199,,256,101,71,13,98,75,691,.486,.400,.779,36.0,20.3,7.5,3.0
