Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,65,2044,.399,14.7,.745,.211,.108,.108,.319,.255,.438,.593,.378,.392,.370,.286,.487,.038,24,.820,.297,.346,1,0
1 season,,OKC,NBA,,18,419,.324,18.9,.454,.111,.037,.111,.204,.546,.286,.583,.250,.250,.136,.356,.500,.019,2,.952,.390,.348,0,0
2 seasons,,LAC,NBA,,16,404,.399,16.1,.659,.159,.094,.159,.246,.341,.473,.591,.385,.545,.382,.255,.535,.036,5,1.000,.277,.385,0,0
1 season,,MIA,NBA,,13,511,.386,12.7,.928,.288,.072,.111,.458,.072,.401,.500,.636,.176,.357,.182,.632,.039,5,1.000,.000,,0,0
2 seasons,,WAS,NBA,,12,508,.436,13.2,.814,.239,.176,.074,.324,.186,.484,.644,.364,.571,.410,.229,.311,.043,8,.375,.114,.250,0,0
1 season,,DAL,NBA,,6,202,.434,14.1,.768,.222,.131,.091,.323,.232,.474,.682,.231,.333,.469,.304,.556,.051,4,.571,.522,.333,1,0
