Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,22,MIA,NBA,SF,78,2858,,5%,91%,4%,,-7.2,-5.6,64,66,62,81,,43,,462,145,31,95
2003-04,23,MIA,NBA,SF,68,2030,,8%,92%,,,+1.9,+2.7,38,28,25,74,,17,,296,67,12,66
2004-05,24,LAL,NBA,SF,77,2746,,24%,76%,,,-4.7,-3.9,49,24,52,60,,38,,345,140,33,71
2005-06,25,WAS,NBA,SF,75,2708,,35%,62%,3%,,+1.8,-0.5,57,46,72,85,,39,,413,137,26,68
2006-07,26,WAS,NBA,SF,63,2474,,5%,91%,4%,,+1.1,+5.0,60,44,77,60,,33,,526,125,27,63
2007-08,27,WAS,NBA,SF,58,2314,,4%,95%,1%,,+3.7,+10.0,76,37,37,64,,21,,633,95,25,50
2008-09,28,WAS,NBA,SG,67,2585,,40%,59%,,,-7.9,+1.0,101,54,55,66,,23,,646,172,43,68
2009-10,29,TOT,NBA,SF-SG,74,2783,,13%,86%,1%,,-1.0,+0.5,48,41,71,0,,0,,357,0,16,70
2009-10,29,WAS,NBA,SF,47,1853,,4%,95%,1%,,-3.2,+4.3,34,27,52,58,,22,,246,74,11,43
2009-10,29,DAL,NBA,SG,27,930,,31%,67%,2%,,+3.4,+0.7,14,14,19,32,,8,,111,44,5,27
2010-11,30,DAL,NBA,SF,29,867,,,100%,,,+8.3,+4.6,9,11,29,21,,13,,113,39,8,21
2011-12,31,LAC,NBA,SF,63,1871,,1%,95%,3%,,+8.1,+12.4,24,19,34,56,,12,,178,45,7,47
2012-13,32,LAC,NBA,SF,78,1879,,7%,92%,1%,,+6.8,-0.3,19,22,31,61,,17,2,182,35,9,32
2013-14,33,TOT,NBA,SF,56,1419,,11%,70%,19%,,-6.1,-6.3,27,13,20,0,0,0,0,192,0,3,18
2013-14,33,MIL,NBA,SF,34,821,,4%,67%,29%,,-12.4,-4.3,22,11,19,22,6,10,1,130,18,3,10
2013-14,33,OKC,NBA,SF,22,598,,20%,75%,5%,,+2.2,-5.4,5,2,1,30,2,1,2,62,6,0,8
2014-15,34,DET,NBA,SF,78,1623,,12%,88%,,,-1.5,-0.1,32,6,11,65,3,6,3,184,19,6,8
2015-16,35,SAC,NBA,SF,17,176,,7%,85%,8%,,-12.8,-10.5,1,1,0,11,0,0,0,24,4,1,0
