Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,881,732,28333,4596,10592,.434,746,2144,.348,3850,8448,.456,.469,2492,2942,.847,1103,3284,4387,2007,1163,216,1594,2129,12430
5 seasons,,WAS,NBA,,310,289,11934,2168,4783,.453,215,682,.315,1953,4101,.476,.476,1338,1535,.872,540,1511,2051,1100,563,90,829,877,5889
2 seasons,,MIA,NBA,,146,134,4888,669,1663,.402,44,149,.295,625,1514,.413,.416,442,551,.802,227,496,723,339,212,44,283,392,1824
2 seasons,,LAC,NBA,,141,141,3750,592,1425,.415,220,587,.375,372,838,.444,.493,162,197,.822,85,368,453,156,103,20,149,262,1566
1 season,,DET,NBA,,78,21,1623,161,396,.407,83,219,.379,78,177,.441,.511,55,61,.902,21,175,196,79,43,4,49,120,460
1 season,,LAL,NBA,,77,77,2746,441,991,.445,38,125,.304,403,866,.465,.464,275,319,.862,146,304,450,146,110,23,125,213,1195
2 seasons,,DAL,NBA,,56,56,1797,327,735,.445,45,115,.391,282,620,.455,.476,147,192,.766,58,205,263,95,76,17,96,126,846
1 season,,MIL,NBA,,34,13,821,137,354,.387,53,147,.361,84,207,.406,.462,47,56,.839,16,142,158,56,23,11,52,64,374
1 season,,OKC,NBA,,22,0,598,76,186,.409,45,102,.441,31,84,.369,.530,16,19,.842,5,66,71,26,24,6,8,56,213
1 season,,SAC,NBA,,17,1,176,25,59,.424,3,18,.167,22,41,.537,.449,10,12,.833,5,17,22,10,9,1,3,19,63
