Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1993-94,27,DEN,NBA,C,12,511,17.8,.526,.000,.907,9.3,22.8,16.3,7.3,0.9,9.3,16.6,16.4,,0.4,0.9,1.3,.121,,-2.1,7.1,5.0,0.9
1994-95,28,DEN,NBA,C,3,84,7.6,.645,.000,.900,5.4,23.0,13.7,1.9,0.0,6.4,33.4,11.2,,-0.1,0.0,0.0,-0.020,,-8.7,4.8,-3.9,0.0
1996-97,30,ATL,NBA,C,10,415,21.1,.674,.000,.744,11.6,23.7,18.1,6.1,0.1,5.0,14.9,15.8,,1.2,0.5,1.8,.204,,0.9,5.2,6.1,0.9
1997-98,31,ATL,NBA,C,4,136,14.3,.515,.000,.667,12.0,36.2,23.9,1.2,0.4,5.1,20.5,14.4,,0.0,0.3,0.3,.102,,-5.2,2.1,-3.0,0.0
1998-99,32,ATL,NBA,C,9,380,20.5,.616,.000,.662,11.3,29.9,20.3,5.9,0.8,4.6,16.4,14.1,,0.9,0.7,1.6,.196,,0.1,3.8,3.9,0.6
2000-01,34,PHI,NBA,C,23,981,19.7,.584,.005,.712,12.8,24.0,18.3,2.9,0.8,5.8,11.6,14.5,,2.4,1.3,3.8,.184,,-0.3,3.4,3.1,1.3
2001-02,35,PHI,NBA,C,5,173,12.1,.518,.000,.839,9.2,28.9,18.5,3.1,0.6,4.8,20.6,14.5,,0.0,0.0,0.1,.015,,-7.1,2.5,-4.6,-0.1
2002-03,36,NJN,NBA,C,10,115,9.0,.537,.000,.267,7.7,19.6,13.5,8.1,1.4,6.3,32.3,9.8,,0.0,0.3,0.2,.097,,-3.7,5.0,1.2,0.1
2003-04,37,NYK,NBA,C,3,38,9.7,.478,.000,.500,10.9,21.3,15.4,0.0,1.4,9.0,29.1,12.1,,0.0,0.0,0.0,.021,,-9.4,3.9,-5.5,0.0
2004-05,38,HOU,NBA,C,7,101,14.0,.658,.000,1.182,13.6,28.2,21.1,3.0,1.1,5.6,29.5,11.2,,0.1,0.1,0.2,.099,,-4.3,4.1,-0.2,0.0
2006-07,40,HOU,NBA,C,7,40,20.3,1.042,.000,1.000,14.8,17.0,15.9,4.6,0.0,5.3,0.0,5.2,,0.2,0.1,0.2,.295,,2.4,2.5,4.9,0.1
2007-08,41,HOU,NBA,C,6,123,17.0,.645,.000,.846,8.9,27.1,17.8,2.7,0.5,7.1,5.3,7.3,,0.3,0.2,0.5,.190,,-3.0,6.0,3.0,0.2
2008-09,42,HOU,NBA,C,2,20,8.3,.000,,,6.1,45.9,26.7,0.0,2.7,7.7,0.0,2.1,,0.0,0.1,0.1,.125,,-10.2,6.9,-3.3,0.0
