2-Pt Field Goal Pct
1993-94 NBA .569 (3rd)
1994-95 NBA .556 (9th)
1997-98 NBA .537 (10th)
1999-00 NBA .562 (2nd)
Career NBA .518 (87th)
Career .518 (91st)
