Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,1196,997,36791,4.1,7.9,.518,0.0,0.0,.000,4.1,7.9,.518,3.3,4.9,.684,3.7,8.4,12.1,1.2,0.5,3.2,2.1,3.3,11.5
5 seasons,,DEN,NBA,,391,391,14411,4.6,8.7,.523,0.0,0.0,.000,4.6,8.7,.523,3.5,5.4,.650,3.8,8.2,12.0,1.6,0.6,3.7,2.5,3.4,12.6
5 seasons,,ATL,NBA,,343,343,12419,4.2,7.9,.529,0.0,0.0,,4.2,7.9,.529,3.5,5.1,.692,3.6,9.0,12.5,1.2,0.4,3.2,2.1,3.0,11.9
5 seasons,,HOU,NBA,,267,85,4171,2.5,4.8,.522,0.0,0.0,,2.5,4.8,.522,2.4,3.2,.728,4.3,8.3,12.5,0.3,0.6,2.5,1.3,4.2,7.4
2 seasons,,PHI,NBA,,106,106,3782,4.0,8.0,.499,0.0,0.0,,4.0,8.0,.499,3.6,4.8,.762,3.6,7.7,11.3,1.0,0.4,2.4,2.0,2.9,11.7
1 season,,NYK,NBA,,65,56,1494,3.4,7.1,.478,0.0,0.0,,3.4,7.1,.478,2.0,2.9,.681,3.5,7.0,10.5,0.6,0.4,3.0,1.3,3.4,8.7
1 season,,NJN,NBA,,24,16,514,3.4,9.2,.374,0.0,0.0,,3.4,9.2,.374,2.8,3.9,.727,3.8,6.9,10.7,1.3,0.3,2.6,2.4,3.8,9.7
