Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,34,TOT,NBA,C,75,2591,.484,4.6,1.000,.437,.428,.131,.004,.000,.484,.687,.349,.260,.000,,.390,.122,64,,,,0,0
2000-01,34,ATL,NBA,C,49,1716,.477,4.3,1.000,.460,.421,.116,.003,.000,.477,.663,.336,.268,.000,,.349,.141,47,,,,0,0
2000-01,34,PHI,NBA,C,26,875,.495,5.0,1.000,.396,.441,.158,.005,.000,.495,.738,.371,.250,.000,,.460,.089,17,,,,0,0
2001-02,35,PHI,NBA,C,80,2907,.501,5.2,1.000,.413,.390,.187,.009,.000,.501,.634,.460,.308,.167,,.570,.066,40,,,,0,0
2002-03,36,NJN,NBA,C,24,514,.374,4.6,1.000,.504,.351,.122,.023,.000,.374,.439,.304,.375,.000,,.490,.107,13,,,,0,0
2003-04,37,NYK,NBA,C,65,1494,.478,5.0,1.000,.444,.380,.136,.041,.000,.478,.611,.384,.400,.167,,.589,.108,29,,,,0,0
2004-05,38,HOU,NBA,C,80,1212,.498,4.3,1.000,.553,.290,.124,.032,.000,.498,.608,.365,.333,.429,,.500,.143,29,,,,0,0
2005-06,39,HOU,NBA,C,64,955,.526,3.0,1.000,.695,.168,.116,.021,.000,.526,.652,.375,.091,.000,,.620,.116,9,,,,0,0
2006-07,40,HOU,NBA,C,75,1289,.556,2.9,1.000,.732,.111,.131,.026,.000,.556,.598,.529,.400,.250,,.553,.098,15,,,,0,0
2007-08,41,HOU,NBA,C,39,619,.538,3.4,1.000,.700,.150,.100,.050,.000,.538,.625,.417,.250,.250,,.628,.250,18,,,,0,0
2008-09,42,HOU,NBA,C,9,96,.385,1.2,1.000,.846,.154,.000,.000,.000,.385,.364,.500,,,,.600,.077,1,,,,0,0
