Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,34,TOT,NBA,C,75,2591,,,,,100%,+1.1,+2.5,35,36,73,0,,0,,170,0,38,61
2000-01,34,ATL,NBA,C,49,1716,,,,,100%,-0.6,+9.1,24,19,49,72,,27,,123,65,17,33
2000-01,34,PHI,NBA,C,26,875,,,,,100%,+4.5,-0.3,11,17,24,27,,11,,47,48,21,28
2001-02,35,PHI,NBA,C,80,2907,,,,,100%,+4.9,+10.6,14,52,90,123,,45,,175,142,26,44
2002-03,36,NJN,NBA,C,24,514,,,,,100%,+10.7,+5.5,6,8,20,28,,7,,45,16,3,19
2003-04,37,NYK,NBA,C,65,1494,,,,,100%,-1.8,-0.3,7,12,35,78,,5,,55,52,12,25
2004-05,38,HOU,NBA,C,80,1212,,,,,100%,+11.0,+8.9,6,14,31,72,,16,,24,59,8,17
2005-06,39,HOU,NBA,C,64,955,,,,,100%,-3.3,-2.3,3,9,23,63,,10,,9,36,5,11
2006-07,40,HOU,NBA,C,75,1289,,,,,100%,+5.6,-0.2,3,12,23,84,,8,,37,34,5,10
2007-08,41,HOU,NBA,C,39,619,,,,1%,99%,+5.1,-0.6,1,7,9,40,,3,,13,23,2,17
2008-09,42,HOU,NBA,C,9,96,,,,,100%,0.0,-4.6,1,4,1,5,,1,,0,2,1,1
