Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,27,DEN,NBA,C,12,12,511,50,108,.463,0,0,,50,108,.463,.463,59,98,.602,40,104,144,21,8,69,30,42,159
1994-95,28,DEN,NBA,C,3,3,84,6,10,.600,0,0,,6,10,.600,.600,6,9,.667,4,15,19,1,0,7,7,15,18
1996-97,30,ATL,NBA,C,10,10,415,54,86,.628,0,0,,54,86,.628,.628,46,64,.719,37,86,123,13,1,26,20,30,154
1997-98,31,ATL,NBA,C,4,4,136,11,24,.458,0,0,,11,24,.458,.458,10,16,.625,13,38,51,1,1,9,8,10,32
1998-99,32,ATL,NBA,C,9,9,380,40,71,.563,0,0,,40,71,.563,.563,33,47,.702,36,89,125,11,5,23,18,28,113
2000-01,34,PHI,NBA,C,23,23,981,102,208,.490,0,1,.000,102,207,.493,.490,115,148,.777,113,203,316,17,15,72,36,56,319
2001-02,35,PHI,NBA,C,5,5,173,14,31,.452,0,0,,14,31,.452,.452,16,26,.615,14,39,53,3,2,9,11,16,44
2002-03,36,NJN,NBA,C,10,0,115,7,15,.467,0,0,,7,15,.467,.467,4,4,1.000,8,19,27,6,3,9,8,21,18
2003-04,37,NYK,NBA,C,3,0,38,2,6,.333,0,0,,2,6,.333,.333,3,3,1.000,4,6,10,0,1,4,3,6,7
2004-05,38,HOU,NBA,C,7,0,101,6,11,.545,0,0,,6,11,.545,.545,10,13,.769,11,24,35,2,2,7,7,15,22
2006-07,40,HOU,NBA,C,7,0,40,3,3,1.000,0,0,,3,3,1.000,1.000,3,3,1.000,5,6,11,1,0,3,0,5,9
2007-08,41,HOU,NBA,C,6,6,123,8,13,.615,0,0,,8,13,.615,.615,7,11,.636,10,29,39,2,1,11,1,10,23
2008-09,42,HOU,NBA,C,2,0,20,0,0,,0,0,,0,0,,,0,2,.000,1,8,9,0,1,2,0,5,0
