Player,Sim,1,2,3,4,5,6,7,8
David Harrison,,1.5,1.4,0.4,-0.2,,,,
Earl Williams,77.7,1.3,1.0,0.4,0.0,,,,
Clifford Rozier,75.7,1.6,1.3,1.1,-0.1,,,,
Robert Sacre,69.0,1.4,0.8,0.3,-0.1,,,,
Henry Sims,63.0,2.1,2.1,0.4,0.0,,,,
Bob Elliott,62.4,1.6,0.8,0.7,,,,,
Dewayne Dedmon,61.6,2.4,1.7,0.6,,,,,
Petur Gudmundsson,60.2,1.4,0.6,0.3,-0.1,,,,
Gene Tormohlen,58.1,1.4,0.8,0.1,0.0,0.0,0.0,,
Jeff Withey,56.2,2.3,1.8,0.8,,,,,
Jelani McCoy,54.7,1.5,1.4,1.1,1.0,0.1,0.0,0.0,0.0
