Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,29,DEN,NBA,PG,20,201,.375,17.5,.575,.163,.075,.063,.275,.425,.457,.538,.500,.600,.364,.265,.381,.000,0,.667,.294,.300,0,0
2002-03,31,TOT,NBA,PG,15,85,.360,16.4,.640,.200,.000,.120,.320,.360,.375,.400,,.333,.375,.333,.333,.000,0,1.000,.222,.000,0,0
2002-03,31,SAS,NBA,PG,10,51,.278,17.8,.556,.167,.000,.056,.333,.444,.300,.333,,.000,.333,.250,.667,.000,0,1.000,.250,.000,0,0
2002-03,31,WAS,NBA,PG,5,34,.571,12.9,.857,.286,.000,.286,.286,.143,.500,.500,,.500,.500,1.000,.000,.000,0,1.000,.000,,0,0
2003-04,32,TOT,NBA,PG,11,85,.318,18.7,.636,.045,.136,.045,.409,.364,.357,.000,.333,.000,.444,.250,.400,.000,0,.500,.125,.000,0,0
2003-04,32,MIN,NBA,PG,5,66,.357,19.9,.571,.000,.143,.000,.429,.429,.375,,.500,,.333,.333,.000,.000,0,.500,.000,,0,0
2003-04,32,NJN,NBA,PG,6,19,.250,16.6,.750,.125,.125,.125,.375,.250,.333,.000,.000,.000,.667,.000,1.000,.000,0,,.500,.000,0,0
2004-05,33,TOT,NBA,PG,33,537,.419,19.4,.412,.147,.029,.051,.184,.588,.446,.650,.250,.286,.360,.400,.440,.000,0,.938,.188,.467,1,0
2004-05,33,DET,NBA,PG,9,55,.267,22.3,.400,.000,.000,.067,.333,.600,.167,,,.000,.200,.333,1.000,.000,0,1.000,.333,1.000,0,0
2004-05,33,MIL,NBA,PG,24,482,.438,19.0,.413,.165,.033,.050,.165,.587,.480,.650,.250,.333,.400,.408,.417,.000,0,.931,.169,.333,1,0
2005-06,34,LAC,NBA,PG,3,22,.143,21.3,.714,.286,.000,.143,.286,.286,.200,.000,,.000,.500,.000,.000,.000,0,,.000,,1,0
