Player,Sim,1,2,3,4,5,6,7,8
Anthony Goldwire,,3.0,1.7,1.5,0.3,0.1,0.1,-0.1,-0.1
Tyus Edney,84.8,3.3,1.5,1.4,0.5,,,,
Tom Garrick,83.7,2.5,1.8,1.4,0.2,,,,
Alan Anderson,83.2,2.7,1.7,1.6,0.4,0.3,0.3,0.1,
Quinton Ross,80.5,3.2,1.7,1.6,0.7,0.6,0.0,-0.1,
Mike Barr,80.2,2.7,1.7,1.4,0.7,0.4,,,
Mike Butler,79.3,3.1,2.3,1.6,0.1,,,,
Mike Evans,77.7,2.9,1.9,1.6,1.1,0.9,0.1,-0.1,-0.2
Ralph Johnson,77.7,2.9,1.6,0.8,0.0,,,,
Dennis Hopson,77.0,3.1,2.1,1.7,0.5,-0.3,,,
Jeff Judkins,76.0,3.0,1.8,0.7,0.6,0.2,,,
