Player,Sim,1,2,3,4
Ben McLemore,,2.5,0.8,0.3,
Alexey Shved,86.6,2.2,0.8,0.2,
Trajan Langdon,77.6,2.0,0.6,0.3,
Harold Ellis,76.8,2.8,0.9,0.9,
Jerry Harkness,75.9,2.9,0.5,0.0,
Robert Hawkins,74.3,1.9,0.6,0.3,0.1
Kenny Rollins,73.7,2.6,1.5,0.1,
Kedrick Brown,73.1,2.0,0.5,0.4,0.1
Kevin O'Shea,72.9,2.1,1.2,0.5,
Tony Snell,72.7,2.4,1.6,0.4,
Chink Crossin,72.2,2.1,1.2,0.5,
