Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,790,20127,,,5%,61%,34%,-3.4,-4.6,410,335,410,615,12,117,2,1981,650,231,588
4 seasons,,CLE,NBA,,292,8499,,,,84%,16%,+0.8,-2.4,130,129,186,386,0,75,0,710,428,108,256
3 seasons,,MIL,NBA,,107,2480,,,1%,26%,74%,-4.8,-7.6,79,43,42,125,0,24,0,433,148,28,65
3 seasons,,WAS,NBA,,103,1564,,,,73%,27%,-3.6,-4.7,28,12,15,100,12,6,2,166,38,7,30
2 seasons,,ORL,NBA,,98,2678,,,1%,53%,46%,-10.0,-8.4,55,51,65,111,0,30,0,247,145,28,95
1 season,,MEM,NBA,,51,1329,,,65%,31%,4%,-6.2,-4.1,43,32,30,64,0,14,0,138,58,11,49
2 seasons,,CHI,NBA,,49,1476,,,,45%,55%,-5.3,-5.1,28,31,29,109,0,12,0,166,78,18,38
1 season,,DAL,NBA,,46,1030,,,,2%,98%,-4.6,-10.2,17,17,22,77,0,10,0,58,58,13,26
1 season,,LAC,NBA,,24,725,,,,88%,12%,-12.5,-6.7,24,12,16,38,0,6,0,51,50,13,18
1 season,,SAS,NBA,,19,320,,,,57%,43%,-4.0,-8.7,5,7,4,19,0,2,0,8,27,5,11
1 season,,SAC,NBA,,1,26,,,,74%,26%,+2.1,+11.6,1,1,1,1,0,1,0,4,1,0,0
