Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,21,TOT,NBA,SF-PF,70,1873,,,46%,41%,13%,-3.8,-2.7,56,50,44,0,,0,,181,0,21,81
2002-03,21,MEM,NBA,SF,51,1329,,,65%,31%,4%,-6.2,-4.1,43,32,30,64,,14,,138,58,11,49
2002-03,21,ORL,NBA,PF,19,544,,,,67%,33%,+1.9,+2.2,13,18,14,26,,3,,43,35,10,32
2003-04,22,ORL,NBA,PF,79,2134,,,1%,50%,49%,-13.0,-11.1,42,33,51,85,,27,,204,110,18,63
2004-05,23,CLE,NBA,PF,82,2523,,,1%,97%,1%,+2.1,+3.7,56,34,43,103,,22,,277,142,34,85
2005-06,24,CLE,NBA,PF,79,2174,,,,71%,29%,+0.7,-4.1,25,30,51,95,,20,,121,120,30,68
2006-07,25,CLE,NBA,PF,80,2238,,,,80%,20%,+0.8,-8.2,26,38,51,107,,18,,201,92,28,62
2007-08,26,TOT,NBA,PF,69,2122,,,,78%,22%,-2.4,-1.1,37,33,52,0,,0,,180,0,23,59
2007-08,26,CLE,NBA,PF,51,1564,,,,86%,14%,-1.1,-1.6,23,27,41,81,,15,,111,74,16,41
2007-08,26,CHI,NBA,PF,18,558,,,,56%,44%,-6.2,-3.6,14,6,11,41,,3,,69,33,7,18
2008-09,27,TOT,NBA,PF,51,1264,,,,44%,56%,-4.5,-2.7,20,33,23,0,,0,,109,0,16,31
2008-09,27,CHI,NBA,PF,31,918,,,,38%,62%,-4.8,-6.0,14,25,18,68,,9,,97,45,11,20
2008-09,27,SAC,NBA,PF,1,26,,,,74%,26%,+2.1,+11.6,1,1,1,1,,1,,4,1,0,0
2008-09,27,SAS,NBA,PF,19,320,,,,57%,43%,-4.0,-8.7,5,7,4,19,,2,,8,27,5,11
2009-10,28,TOT,NBA,C-PF,70,1755,,,,37%,63%,-7.9,-7.5,41,29,38,0,,0,,109,0,26,44
2009-10,28,DAL,NBA,C,46,1030,,,,2%,98%,-4.6,-10.2,17,17,22,77,,10,,58,58,13,26
2009-10,28,LAC,NBA,PF,24,725,,,,88%,12%,-12.5,-6.7,24,12,16,38,,6,,51,50,13,18
2010-11,29,MIL,NBA,PF,35,860,,,,58%,42%,-3.2,-3.0,20,9,17,55,,11,,103,45,10,23
2011-12,30,MIL,NBA,C,56,1469,,,,6%,94%,-5.4,-10.6,51,34,24,60,,12,,316,95,17,34
2012-13,31,MIL,NBA,C,16,151,,,11%,31%,58%,-7.2,-5.5,8,0,1,10,,1,0,14,8,1,8
2013-14,32,WAS,NBA,C,22,395,,,,26%,74%,-3.8,-5.5,4,5,8,30,5,3,0,33,14,3,9
2014-15,33,WAS,NBA,PF,51,864,,,,96%,4%,-0.2,-1.4,17,4,7,48,5,3,2,102,18,2,15
2015-16,34,WAS,NBA,PF,30,305,,,,70%,30%,-12.6,-13.2,7,3,0,22,2,0,0,31,6,2,6
