Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,790,20127,.462,9.5,.954,.337,.207,.178,.233,.046,.471,.581,.417,.398,.418,.257,.607,.059,398,.955,.213,.315,8,0
4 seasons,,CLE,NBA,,292,8499,.483,8.2,.986,.368,.231,.214,.174,.014,.487,.613,.406,.415,.417,.175,.628,.085,225,1.000,.275,.182,0,0
3 seasons,,MIL,NBA,,107,2480,.429,11.8,.926,.289,.154,.118,.366,.074,.443,.571,.295,.346,.435,.250,.652,.029,28,.950,.250,.300,2,0
3 seasons,,WAS,NBA,,103,1564,.420,14.6,.776,.247,.098,.092,.337,.224,.449,.550,.294,.396,.438,.316,.615,.013,5,.946,.188,.455,1,0
2 seasons,,ORL,NBA,,98,2678,.455,9.1,.957,.327,.227,.202,.201,.043,.467,.546,.470,.380,.420,.205,.567,.060,55,.889,.250,.273,2,0
1 season,,MEM,NBA,,51,1329,.443,10.1,.920,.267,.267,.175,.210,.080,.455,.565,.409,.426,.397,.304,.598,.028,15,1.000,.130,.333,0,0
2 seasons,,CHI,NBA,,49,1476,.459,10.1,.989,.313,.155,.200,.322,.011,.464,.551,.500,.465,.361,.000,.579,.049,26,,.333,.000,1,0
1 season,,DAL,NBA,,46,1030,.467,6.7,.982,.467,.259,.101,.155,.018,.473,.541,.483,.324,.346,.167,.551,.068,23,1.000,.000,,2,0
1 season,,LAC,NBA,,24,725,.492,7.6,.992,.466,.158,.132,.237,.008,.496,.556,.452,.257,.540,.000,.542,.053,13,,.500,.000,0,0
1 season,,SAS,NBA,,19,320,.490,8.7,.993,.297,.297,.228,.172,.007,.493,.605,.581,.303,.400,.000,.549,.048,7,,.000,,0,0
1 season,,SAC,NBA,,1,26,.556,11.3,1.000,.222,.333,.000,.444,.000,.556,.500,1.000,,.250,,.400,.111,1,,,,0,0
