Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,22,POR,NBA,SG,79,1599,16%,80%,4%,,,-12.6,-2.6,47,28,27,65,,16,,482,64,16,20
2006-07,23,POR,NBA,PG,79,2651,93%,6%,,,,-6.4,-4.1,81,53,53,83,,24,,920,78,19,31
2007-08,24,POR,NBA,SG,82,2229,43%,57%,,,,-4.3,-6.9,82,50,46,56,,23,,696,98,28,38
2008-09,25,IND,NBA,SG,82,2716,38%,62%,,,,-0.4,+2.5,97,48,39,72,,16,,796,94,24,46
2009-10,26,TOR,NBA,PG,82,2243,100%,,,,,-2.4,-0.7,90,44,29,69,,13,,911,90,22,38
2010-11,27,TOT,NBA,SG-PG,83,1722,72%,28%,,,,-5.8,-3.4,56,32,22,0,,0,,530,0,13,42
2010-11,27,TOR,NBA,PG,13,347,98%,2%,,,,-8.6,-1.9,18,9,7,12,,2,,129,16,5,7
2010-11,27,NOH,NBA,SG,70,1375,66%,34%,,,,-5.1,-8.8,38,23,15,31,,10,,401,62,8,35
2011-12,28,NOH,NBA,PG,45,1530,98%,2%,,,,-9.4,-10.0,49,37,20,42,,9,,609,45,9,29
2012-13,29,GSW,NBA,SG,79,2349,34%,66%,,,,+1.2,+0.4,90,44,23,58,,11,9,1005,57,13,30
2013-14,30,CLE,NBA,PG,80,2252,50%,50%,,,,-5.5,-4.6,79,32,22,63,4,6,7,749,49,10,34
2014-15,31,BRK,NBA,PG,80,2241,70%,30%,,,,-7.8,-10.7,111,51,28,55,5,14,6,837,75,13,28
2015-16,32,BRK,NBA,PG,32,1027,89%,11%,,,,-6.2,+1.9,64,23,7,25,4,4,2,509,33,3,23
