Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2005-06,22,POR,NBA,SG,79,4,1599,6.5,14.7,.442,0.7,2.6,.263,5.8,12.1,.480,4.4,5.5,.800,0.6,4.9,5.5,7.5,1.4,0.1,3.5,4.7,18.0,,104,114
2006-07,23,POR,NBA,PG,79,79,2651,6.6,14.5,.454,1.3,3.7,.350,5.3,10.8,.490,5.0,5.7,.871,0.4,3.9,4.3,8.5,1.8,0.2,3.8,4.1,19.4,,110,112
2007-08,24,POR,NBA,SG,82,16,2229,6.5,15.2,.431,1.6,4.7,.342,4.9,10.5,.470,5.3,6.1,.867,0.8,5.0,5.7,7.7,1.5,0.0,4.4,3.2,19.9,,105,110
2008-09,25,IND,NBA,SG,82,53,2716,7.1,15.6,.453,1.4,4.0,.353,5.6,11.6,.487,4.1,4.8,.852,0.8,4.2,5.1,6.2,1.6,0.3,3.4,3.3,19.7,,107,111
2009-10,26,TOR,NBA,PG,82,43,2243,7.4,15.4,.481,1.9,4.6,.412,5.5,10.9,.511,4.7,5.5,.842,0.7,4.4,5.1,9.5,1.4,0.1,3.7,3.5,21.4,,116,115
2010-11,27,TOT,NBA,SG-PG,83,15,1722,8.1,19.8,.408,1.0,3.4,.306,7.1,16.5,.429,5.7,6.7,.850,0.6,4.8,5.4,7.5,1.7,0.2,3.4,3.2,22.9,,102,109
2010-11,27,TOR,NBA,PG,13,13,347,7.2,18.2,.393,0.6,3.6,.167,6.6,14.6,.449,6.0,6.9,.870,0.9,5.4,6.3,8.8,2.1,0.0,5.1,3.7,20.9,,97,113
2010-11,27,NOH,NBA,SG,70,2,1375,8.3,20.3,.412,1.1,3.3,.345,7.2,17.0,.425,5.6,6.6,.845,0.6,4.6,5.2,7.2,1.6,0.2,3.0,3.0,23.4,,104,108
2011-12,28,NOH,NBA,PG,45,39,1530,9.4,20.7,.456,1.4,4.0,.348,8.1,16.7,.482,4.6,5.3,.872,0.8,5.4,6.3,10.1,1.1,0.3,3.8,3.3,24.9,,109,108
2012-13,29,GSW,NBA,SG,79,4,2349,8.4,18.5,.452,1.8,4.4,.404,6.6,14.1,.466,3.6,4.3,.843,0.5,4.8,5.3,9.5,1.3,0.2,3.4,2.9,22.1,,110,108
2013-14,30,CLE,NBA,PG,80,31,2252,6.5,16.0,.410,1.4,4.2,.341,5.1,11.7,.435,2.9,3.4,.839,0.5,4.6,5.1,7.4,1.3,0.5,3.0,3.0,17.4,,102,110
2014-15,31,BRK,NBA,PG,80,27,2241,8.3,18.9,.439,0.9,3.4,.267,7.4,15.5,.477,4.6,5.2,.881,0.4,5.2,5.7,8.6,1.7,0.3,4.4,3.3,22.1,,101,109
2015-16,32,BRK,NBA,PG,32,32,1027,6.9,17.6,.391,1.5,5.0,.304,5.3,12.6,.426,4.9,5.5,.893,0.4,6.2,6.7,11.6,1.7,0.3,4.6,3.8,20.2,,101,112
