Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,772,418,22.2,3.2,6.7,.476,0.1,0.5,.276,3.0,6.1,.493,.487,1.7,2.4,.714,1.2,2.3,3.5,1.3,1.4,0.4,1.4,2.4,8.2
7 seasons,,MEM,NBA,,436,336,25.1,3.6,7.6,.475,0.1,0.5,.261,3.5,7.1,.490,.484,1.6,2.3,.699,1.6,2.6,4.2,1.3,1.7,0.5,1.4,2.5,9.0
6 seasons,,BOS,NBA,,336,82,18.4,2.6,5.5,.477,0.2,0.6,.294,2.5,4.9,.498,.492,1.8,2.5,.731,0.8,1.8,2.6,1.3,1.0,0.3,1.4,2.2,7.2
