Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,23,BOS,NBA,SG,7,90,,79%,21%,,,-6.2,-6.9,3,2,0,7,,0,0,4,3,1,2
2007-08,26,BOS,NBA,SG,15,65,4%,90%,6%,,,13.2,7.4,0,1,0,3,,0,0,7,3,1,0
2008-09,27,BOS,NBA,SG,10,60,,55%,44%,1%,,-26.2,-29.1,0,1,0,3,,0,0,6,1,1,1
2009-10,28,BOS,NBA,SG,24,391,17%,82%,1%,,,2.1,-1.4,12,5,6,24,,4,0,38,15,4,12
2010-11,29,MEM,NBA,SG,13,350,9%,59%,32%,,,-2.1,-2.9,14,3,7,16,0,4,0,40,14,0,11
2011-12,30,MEM,NBA,SG,7,170,,96%,4%,,,16.5,32.0,5,4,1,8,0,0,0,10,8,1,4
2012-13,31,MEM,NBA,SG,15,422,,91%,9%,,,8.9,18.4,9,6,4,21,1,2,0,60,26,6,13
2013-14,32,MEM,NBA,SG,7,230,,91%,9%,,,-2.2,9.0,5,4,3,12,0,0,0,19,10,3,9
2014-15,33,MEM,NBA,SG,10,279,28%,72%,,,,3.6,5.0,5,3,5,9,0,1,1,31,5,2,2
2015-16,34,MEM,NBA,SG,4,94,2%,98%,,,,-17.4,-14.0,1,5,0,4,1,0,1,6,6,0,3
