Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,23,LAL,NBA,C,35,442,,,,38%,62%,-1.5,-6.2,9,6,2,33,,0,,43,9,2,6
2004-05,24,LAL,NBA,C,72,1087,,,,55%,44%,+2.1,+7.8,15,7,7,75,,3,,83,14,3,8
2005-06,25,LAL,NBA,PF,81,1535,,,63%,32%,5%,+3.3,+1.3,25,17,19,91,,10,,171,46,6,17
2006-07,26,LAL,NBA,PF,65,1018,,,16%,82%,2%,+2.5,+3.5,29,3,19,71,,9,,148,20,3,18
2007-08,27,TOT,NBA,PF,51,629,,1%,47%,50%,3%,+1.0,-6.3,23,5,11,0,,0,,62,0,1,9
2007-08,27,LAL,NBA,PF,6,70,,,47%,52%,,-7.2,-15.1,2,2,0,4,,0,,6,2,0,1
2007-08,27,ORL,NBA,PF,45,559,,1%,47%,49%,3%,+2.1,-4.4,21,3,11,49,,5,,56,7,1,8
2008-09,28,TOT,NBA,PF,30,171,,,22%,73%,5%,-12.7,-19.2,3,1,9,0,,0,,11,0,0,4
2008-09,28,ORL,NBA,PF,21,146,,,25%,75%,,-6.7,-15.1,2,1,8,8,,5,,8,3,0,2
2008-09,28,HOU,NBA,PF,9,25,,,,66%,34%,-47.4,-52.2,1,0,1,2,,0,,3,0,0,2
2009-10,29,HOU,NBA,PF,15,44,,,11%,89%,,-35.0,-34.9,4,2,0,4,,0,,2,3,1,0
2010-11,30,LAC,NBA,PF,40,447,,,,62%,38%,-8.1,-5.0,5,7,13,45,,4,,35,9,2,7
2011-12,31,TOT,NBA,PF,32,276,,,,72%,28%,-3.0,-1.4,2,2,7,0,,0,,21,0,0,2
2011-12,31,LAC,NBA,PF,16,121,,,,70%,30%,-12.8,-16.4,1,0,3,15,,2,,4,1,0,1
2011-12,31,WAS,NBA,PF,16,155,,,,74%,26%,+5.0,+11.6,1,2,4,9,,3,,17,2,0,1
