Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
Career,,,123,1830,518,1074,100,272,240,332,92,551,135,51,85,142,125,1376,.482,.368,.723,31.6,11.2,4.5,1.1
